roadNr,roadSegments,date
A1,"[{'direction': 'negative', 'startX': 538988.2, 'startY': 6073260.35, 'endX': 527459.53, 'endY': 6075866.87, 'winterSpeed': 100, 'summerSpeed': 100, 'numberOfVehicles': 1554, 'averageSpeed': 169.68, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 538989.43, 'startY': 6073272.41, 'endX': 527464.55, 'endY': 6075878.48, 'winterSpeed': 120, 'summerSpeed': 110, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A1,"[{'direction': 'positive', 'startX': 491417.76, 'startY': 6091433.97, 'endX': 488522.37, 'endY': 6101427.81, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 491398.99, 'startY': 6091425.65, 'endX': 488502.62, 'endY': 6101424.8, 'winterSpeed': 80, 'summerSpeed': 80, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
4104,"[{'direction': 'negative', 'startX': 384425.2, 'startY': 6146708.29, 'endX': 381121.95, 'endY': 6138612.64, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 68.1, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 384425.2, 'startY': 6146708.29, 'endX': 381121.95, 'endY': 6138612.64, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:10.000+0000
192,"[{'direction': 'positive', 'startX': 575172.33, 'startY': 6196211.21, 'endX': 576253.46, 'endY': 6209892.02, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 3, 'averageSpeed': 75.87, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 575172.33, 'startY': 6196211.21, 'endX': 576253.46, 'endY': 6209892.02, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 2, 'averageSpeed': 65.35, 'trafficType': 'slow'}]",2023-11-12T15:01:18.000+0000
188,"[{'direction': 'positive', 'startX': 513696.1, 'startY': 6082393, 'endX': 513746.74, 'endY': 6082319.25, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 11, 'averageSpeed': 82.55, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 513789.66, 'startY': 6082346.22, 'endX': 513746.74, 'endY': 6082319.25, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 36, 'averageSpeed': 84.03, 'trafficType': 'normal'}]",2023-11-12T15:01:23.000+0000
A11,"[{'direction': 'positive', 'startX': 392490.17, 'startY': 6209267.91, 'endX': 390117.47, 'endY': 6209195.69, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 43, 'averageSpeed': 71.17, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 392490.17, 'startY': 6209267.91, 'endX': 390117.47, 'endY': 6209195.69, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 53, 'averageSpeed': 62.88, 'trafficType': 'heavy'}]",2023-11-12T15:01:19.000+0000
225,"[{'direction': 'negative', 'startX': 458905.85, 'startY': 6144437.61, 'endX': 477283.31, 'endY': 6158664.52, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 8, 'averageSpeed': 103.7, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 458905.85, 'startY': 6144437.61, 'endX': 477283.31, 'endY': 6158664.52, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 6, 'averageSpeed': 100.28, 'trafficType': 'normal'}]",2023-11-12T15:00:05.000+0000
230,"[{'direction': 'positive', 'startX': 485936.63, 'startY': 6071828.27, 'endX': 481842, 'endY': 6069690.1, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 485936.63, 'startY': 6071828.27, 'endX': 481842, 'endY': 6069690.1, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:05.000+0000
3403,"[{'direction': 'positive', 'startX': 462193.59, 'startY': 6186152.59, 'endX': 461345.72, 'endY': 6184778.83, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 462193.59, 'startY': 6186152.59, 'endX': 461345.72, 'endY': 6184778.83, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:26.000+0000
180,"[{'direction': 'negative', 'startX': 498907.19, 'startY': 5988152.6, 'endX': 491686.48, 'endY': 5995193.84, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 46, 'averageSpeed': 89.21, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 498907.19, 'startY': 5988152.6, 'endX': 491654.24, 'endY': 5995260.93, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 35, 'averageSpeed': 89.23, 'trafficType': 'normal'}]",2023-11-12T15:01:26.000+0000
4605,"[{'direction': 'negative', 'startX': 416471.8, 'startY': 6201032.13, 'endX': 422368.83, 'endY': 6202308.24, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 416471.8, 'startY': 6201032.13, 'endX': 422368.83, 'endY': 6202308.24, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 7, 'averageSpeed': 78.43, 'trafficType': 'normal'}]",2023-11-12T15:00:33.000+0000
A14,"[{'direction': 'positive', 'startX': 594788.38, 'startY': 6126513.94, 'endX': 599989.16, 'endY': 6152365.76, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 46, 'averageSpeed': 83.59, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 594788.38, 'startY': 6126513.94, 'endX': 599974.93, 'endY': 6152299.07, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:58.000+0000
A1,"[{'direction': 'negative', 'startX': 542479.41, 'startY': 6072917.89, 'endX': 538988.2, 'endY': 6073260.35, 'winterSpeed': 120, 'summerSpeed': 110, 'numberOfVehicles': 326, 'averageSpeed': 104.35, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 542480.96, 'startY': 6072930.89, 'endX': 538989.43, 'endY': 6073272.41, 'winterSpeed': 120, 'summerSpeed': 110, 'numberOfVehicles': 208, 'averageSpeed': 103.17, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
A17,"[{'direction': 'positive', 'startX': 517383.11, 'startY': 6178516.29, 'endX': 523114.67, 'endY': 6185502.5, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 73, 'averageSpeed': 84.02, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 517383.11, 'startY': 6178516.29, 'endX': 523040.12, 'endY': 6185502.98, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 122, 'averageSpeed': 84.3, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
104,"[{'direction': 'positive', 'startX': 606003.31, 'startY': 6007443.24, 'endX': 604686, 'endY': 6002333.35, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 606003.31, 'startY': 6007443.24, 'endX': 604686, 'endY': 6002333.35, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 3, 'averageSpeed': 71.73, 'trafficType': 'heavy'}]",2023-11-12T15:00:59.000+0000
A10,"[{'direction': 'negative', 'startX': 520972.06, 'startY': 6199441.85, 'endX': 525512.76, 'endY': 6213516.29, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 79, 'averageSpeed': 82.13, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 520972.06, 'startY': 6199441.85, 'endX': 525512.76, 'endY': 6213516.29, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 49, 'averageSpeed': 84.62, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
105,"[{'direction': 'negative', 'startX': 565795.92, 'startY': 6003130.29, 'endX': 566445.99, 'endY': 6001023.57, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 565795.92, 'startY': 6003130.29, 'endX': 566445.99, 'endY': 6001023.57, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 1, 'averageSpeed': 42.4, 'trafficType': 'slow'}]",2023-11-12T15:00:26.000+0000
A1,"[{'direction': 'negative', 'startX': 442761.65, 'startY': 6133896.35, 'endX': 428088.67, 'endY': 6140850.44, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 197, 'averageSpeed': 109.45, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 442769.28, 'startY': 6133915.16, 'endX': 428099.63, 'endY': 6140867.59, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 114, 'averageSpeed': 106.18, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
133,"[{'direction': 'negative', 'startX': 513598.25, 'startY': 6003508.22, 'endX': 491620.34, 'endY': 5995223.32, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 9, 'averageSpeed': 88.9, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 513595.29, 'startY': 6003519.93, 'endX': 491620.34, 'endY': 5995223.32, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 3, 'averageSpeed': 85.2, 'trafficType': 'normal'}]",2023-11-12T15:01:25.000+0000
4715,"[{'direction': 'positive', 'startX': 542550, 'startY': 6053414, 'endX': 541757.74, 'endY': 6049814.34, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 3, 'averageSpeed': 57.4, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 542550, 'startY': 6053414, 'endX': 541757.74, 'endY': 6049814.34, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
3018,"[{'direction': 'negative', 'startX': 510057.67, 'startY': 6148176.63, 'endX': 514283.28, 'endY': 6144016.65, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 510057.67, 'startY': 6148176.63, 'endX': 514283.28, 'endY': 6144016.65, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:24.000+0000
3515,"[{'direction': 'negative', 'startX': 417871.96, 'startY': 6150032.06, 'endX': 416445.32, 'endY': 6150915.31, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 2, 'averageSpeed': 83.35, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 417871.96, 'startY': 6150032.06, 'endX': 416445.32, 'endY': 6150915.31, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:08.000+0000
A16,"[{'direction': 'negative', 'startX': 568772.21, 'startY': 6054229.36, 'endX': 560342.8, 'endY': 6055503.42, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 100, 'averageSpeed': 77.21, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 568772.21, 'startY': 6054229.36, 'endX': 560243.52, 'endY': 6055564.62, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 56, 'averageSpeed': 77.24, 'trafficType': 'normal'}]",2023-11-12T15:00:46.000+0000
222,"[{'direction': 'negative', 'startX': 493383.83, 'startY': 6090877.75, 'endX': 498346.41, 'endY': 6111427.15, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 19, 'averageSpeed': 66.42, 'trafficType': 'slow'}, {'direction': 'positive', 'startX': 493383.83, 'startY': 6090877.75, 'endX': 498346.41, 'endY': 6111427.15, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 11, 'averageSpeed': 66.36, 'trafficType': 'slow'}]",2023-11-12T15:01:04.000+0000
A5,"[{'direction': 'negative', 'startX': 485936.63, 'startY': 6071828.27, 'endX': 479659.43, 'endY': 6065543.35, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 27, 'averageSpeed': 116.54, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 485936.63, 'startY': 6071828.27, 'endX': 479659.43, 'endY': 6065543.35, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 95, 'averageSpeed': 98.17, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A8,"[{'direction': 'negative', 'startX': 519481.1, 'startY': 6152759.39, 'endX': 514383.5, 'endY': 6143702.82, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 41, 'averageSpeed': 80.84, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 519481.1, 'startY': 6152759.39, 'endX': 514383.5, 'endY': 6143702.82, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 50, 'averageSpeed': 77.59, 'trafficType': 'heavy'}]",2023-11-12T15:00:05.000+0000
5230,"[{'direction': 'positive', 'startX': 572379.84, 'startY': 6087626.14, 'endX': 569545.85, 'endY': 6086839, 'winterSpeed': 50, 'summerSpeed': 50, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 572379.84, 'startY': 6087626.14, 'endX': 569545.85, 'endY': 6086839, 'winterSpeed': 50, 'summerSpeed': 50, 'numberOfVehicles': 5, 'averageSpeed': 52.18, 'trafficType': 'normal'}]",2023-11-12T15:00:26.000+0000
A5,"[{'direction': 'positive', 'startX': 489067.58, 'startY': 6084457.73, 'endX': 491085, 'endY': 6075254.4, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 240, 'averageSpeed': 90.06, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 489079.09, 'startY': 6084452.04, 'endX': 491085, 'endY': 6075254.4, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 315, 'averageSpeed': 86.6, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A16,"[{'direction': 'positive', 'startX': 510898.37, 'startY': 6049263, 'endX': 501859.87, 'endY': 6050847.17, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 67, 'averageSpeed': 84.98, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 510898.37, 'startY': 6049263, 'endX': 501859.87, 'endY': 6050847.17, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 32, 'averageSpeed': 83.19, 'trafficType': 'normal'}]",2023-11-12T15:00:49.000+0000
2219,[],2023-11-12T15:01:22.000+0000
A10,"[{'direction': 'positive', 'startX': 523048.14, 'startY': 6181097.13, 'endX': 522914.97, 'endY': 6183053.4, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 28, 'averageSpeed': 65.46, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 523048.14, 'startY': 6181097.13, 'endX': 523114.4, 'endY': 6185510.83, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 10, 'averageSpeed': 64.55, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
3314,"[{'direction': 'negative', 'startX': 482587.32, 'startY': 6065784.22, 'endX': 483896.4, 'endY': 6069453.29, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 482587.32, 'startY': 6065784.22, 'endX': 483901.7, 'endY': 6069477.6, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A1,"[{'direction': 'positive', 'startX': 339764.96, 'startY': 6178635.36, 'endX': 335616.2, 'endY': 6180676.72, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 230, 'averageSpeed': 103.5, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 339755.91, 'startY': 6178620.96, 'endX': 335614.61, 'endY': 6180659.86, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 200, 'averageSpeed': 93.43, 'trafficType': 'slow'}]",2023-11-12T15:00:00.000+0000
183,"[{'direction': 'negative', 'startX': 469494.6, 'startY': 6063306.96, 'endX': 467527.74, 'endY': 6066969.12, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 24, 'averageSpeed': 80.49, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 469494.6, 'startY': 6063306.96, 'endX': 467527.74, 'endY': 6066969.12, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 21, 'averageSpeed': 76.12, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 469494.6, 'startY': 6063306.96, 'endX': 467527.74, 'endY': 6066969.12, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 21, 'averageSpeed': 76.12, 'trafficType': 'normal'}]",2023-11-12T15:01:24.000+0000
A6,"[{'direction': 'negative', 'startX': 602987.96, 'startY': 6153719.78, 'endX': 615662.45, 'endY': 6163621.18, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 37, 'averageSpeed': 79.5, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 602987.96, 'startY': 6153719.78, 'endX': 615662.45, 'endY': 6163621.18, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 36, 'averageSpeed': 75.16, 'trafficType': 'heavy'}]",2023-11-12T15:01:23.000+0000
214,"[{'direction': 'negative', 'startX': 561156.1, 'startY': 6054995.4, 'endX': 561330.17, 'endY': 6054854.48, 'winterSpeed': 50, 'summerSpeed': 50, 'numberOfVehicles': 11, 'averageSpeed': 71.27, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 561122.49, 'startY': 6055034.16, 'endX': 561156.1, 'endY': 6054995.4, 'winterSpeed': 50, 'summerSpeed': 50, 'numberOfVehicles': 7, 'averageSpeed': 67.2, 'trafficType': 'normal'}]",2023-11-12T15:01:27.000+0000
A4,"[{'direction': 'negative', 'startX': 564092.9, 'startY': 6041130.21, 'endX': 562992.3, 'endY': 6030040.92, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 136, 'averageSpeed': 73.39, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 564092.9, 'startY': 6041130.21, 'endX': 562992.3, 'endY': 6030040.92, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 60, 'averageSpeed': 75.27, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
3807,"[{'direction': 'positive', 'startX': 450908.91, 'startY': 6103837.68, 'endX': 458119.21, 'endY': 6099727.36, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 2, 'averageSpeed': 110.6, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 450908.91, 'startY': 6103837.68, 'endX': 458119.21, 'endY': 6099727.36, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:07.000+0000
A1,"[{'direction': 'positive', 'startX': 450174.43, 'startY': 6131893.22, 'endX': 442769.28, 'endY': 6133915.16, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 197, 'averageSpeed': 73.11, 'trafficType': 'slow'}, {'direction': 'negative', 'startX': 450166.87, 'startY': 6131874.43, 'endX': 442761.65, 'endY': 6133896.35, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
225,"[{'direction': 'negative', 'startX': 452668.95, 'startY': 6143693.51, 'endX': 458905.85, 'endY': 6144437.61, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 9, 'averageSpeed': 91.22, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 452668.95, 'startY': 6143693.51, 'endX': 458905.85, 'endY': 6144437.61, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 12, 'averageSpeed': 103.63, 'trafficType': 'normal'}]",2023-11-12T15:00:53.000+0000
1832,"[{'direction': 'negative', 'startX': 534481.33, 'startY': 6084192.57, 'endX': 534513.01, 'endY': 6085868.2, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 82.3, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 534481.33, 'startY': 6084192.57, 'endX': 534513.01, 'endY': 6085868.2, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A4,"[{'direction': 'negative', 'startX': 500507.54, 'startY': 5983313.34, 'endX': 498586.35, 'endY': 5978571.14, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 500507.54, 'startY': 5983313.34, 'endX': 498493.6, 'endY': 5978505.62, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 4, 'averageSpeed': 71.48, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
A1,[],2022-04-06T12:16:27.000+0000
227,"[{'direction': 'positive', 'startX': 324445.19, 'startY': 6177382.01, 'endX': 324485.77, 'endY': 6177382.21, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 28, 'averageSpeed': 63.59, 'trafficType': 'slow'}, {'direction': 'negative', 'startX': 324464.38, 'startY': 6177415.06, 'endX': 324485.77, 'endY': 6177382.21, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 62, 'averageSpeed': 64.6, 'trafficType': 'normal'}]",2023-11-12T15:01:31.000+0000
A8,"[{'direction': 'negative', 'startX': 498339.87, 'startY': 6111431.97, 'endX': 488435.76, 'endY': 6101194.5, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 59, 'averageSpeed': 78.49, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 498339.87, 'startY': 6111431.97, 'endX': 488588.19, 'endY': 6100914.54, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 63, 'averageSpeed': 77.63, 'trafficType': 'heavy'}]",2023-11-12T15:00:14.000+0000
3802,"[{'direction': 'negative', 'startX': 428011.14, 'startY': 6073095.49, 'endX': 427375.04, 'endY': 6081315.99, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 3, 'averageSpeed': 88.9, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 428011.14, 'startY': 6073095.49, 'endX': 427375.04, 'endY': 6081315.99, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:07.000+0000
A4,"[{'direction': 'negative', 'startX': 562992.3, 'startY': 6030040.92, 'endX': 554580.32, 'endY': 6025831, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 146, 'averageSpeed': 65.61, 'trafficType': 'slow'}, {'direction': 'positive', 'startX': 562992.3, 'startY': 6030040.92, 'endX': 554534.23, 'endY': 6025818.97, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 47, 'averageSpeed': 69.36, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A13,"[{'direction': 'negative', 'startX': 318087.83, 'startY': 6195701.99, 'endX': 319089.88, 'endY': 6200857.91, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 126, 'averageSpeed': 85.94, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 318123.81, 'startY': 6195701.74, 'endX': 319105.09, 'endY': 6200854.85, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 79, 'averageSpeed': 86.01, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A1,"[{'direction': 'positive', 'startX': 428099.63, 'startY': 6140867.59, 'endX': 417134.45, 'endY': 6148390.13, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 121, 'averageSpeed': 113.08, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 428088.67, 'startY': 6140850.44, 'endX': 417123.22, 'endY': 6148373.59, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 142, 'averageSpeed': 115.72, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
3009,"[{'direction': 'positive', 'startX': 508313.74, 'startY': 6179781.96, 'endX': 505932.29, 'endY': 6188539.88, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 65.2, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 508313.74, 'startY': 6179781.96, 'endX': 505932.29, 'endY': 6188539.88, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A7,"[{'direction': 'positive', 'startX': 447939.69, 'startY': 6052087.08, 'endX': 440767.6, 'endY': 6055739.08, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 26, 'averageSpeed': 73.76, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 447939.69, 'startY': 6052087.08, 'endX': 440767.6, 'endY': 6055739.08, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 51, 'averageSpeed': 76.63, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
4102,"[{'direction': 'negative', 'startX': 383092.95, 'startY': 6162749.68, 'endX': 378590.66, 'endY': 6161807.8, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 383092.95, 'startY': 6162749.68, 'endX': 378590.66, 'endY': 6161807.8, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 2, 'averageSpeed': 53, 'trafficType': 'heavy'}]",2023-11-12T15:00:10.000+0000
A5,"[{'direction': 'positive', 'startX': 448651.64, 'startY': 6028256.43, 'endX': 443502.25, 'endY': 6020164.94, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 50, 'averageSpeed': 70.88, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 448651.64, 'startY': 6028256.43, 'endX': 444010.86, 'endY': 6020581.94, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 86, 'averageSpeed': 82.68, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
